filename	onset	offset	event_label
3236.wav	6.649	10.000	Blender
3237.wav	2.769	3.583	Blender
3238.wav	0.823	1.300	Speech
3238.wav	4.290	4.634	Speech
3238.wav	7.620	10.000	Blender
324.wav	0.983	10.000	Electric_shaver_toothbrush
324.wav	1.485	1.829	Speech
324.wav	5.040	6.106	Speech
324.wav	7.221	7.884	Speech
3242.wav	1.216	1.814	Speech
3242.wav	5.752	10.000	Blender
3242.wav	7.015	7.648	Speech
3245.wav	1.417	2.013	Dishes
3245.wav	2.350	2.739	Vacuum_cleaner
3245.wav	5.951	10.000	Blender
3245.wav	7.913	8.727	Speech
3248.wav	2.688	3.487	Blender
325.wav	3.003	3.623	Speech
325.wav	4.855	6.039	Speech
325.wav	7.916	10.000	Electric_shaver_toothbrush
3250.wav	0.124	1.089	Cat
3250.wav	2.762	4.494	Speech
3250.wav	4.043	5.778	Cat
3250.wav	6.001	7.926	Speech
3250.wav	8.126	8.615	Speech
3250.wav	8.255	9.697	Cat
3251.wav	6.264	6.806	Cat
3251.wav	9.207	10.000	Cat
3252.wav	0.266	0.567	Speech
3252.wav	0.696	0.987	Dog
3252.wav	3.555	4.712	Speech
3252.wav	4.313	4.938	Cat
3252.wav	6.114	9.147	Cat
3253.wav	1.685	2.471	Cat
3253.wav	3.492	4.483	Cat
3253.wav	7.401	10.000	Cat
3257.wav	0.994	5.193	Dog
3257.wav	1.026	3.360	Cat
3257.wav	7.907	9.748	Speech
3257.wav	9.537	10.000	Cat
3259.wav	5.565	6.301	Cat
326.wav	0.632	1.109	Speech
326.wav	1.700	2.847	Speech
326.wav	4.733	10.000	Electric_shaver_toothbrush
3264.wav	1.738	3.114	Speech
3264.wav	2.114	2.696	Cat
3264.wav	3.806	4.518	Speech
3264.wav	6.826	7.348	Cat
3264.wav	7.277	8.109	Dishes
3264.wav	9.088	10.000	Speech
3265.wav	3.742	5.874	Speech
3265.wav	5.959	7.055	Cat
3266.wav	1.903	3.438	Speech
3266.wav	6.514	7.905	Dog
3266.wav	7.416	7.666	Cat
3269.wav	2.316	2.945	Cat
3269.wav	8.237	8.787	Cat
3270.wav	0.003	0.616	Speech
3270.wav	2.307	2.734	Speech
3270.wav	5.230	6.002	Cat
3271.wav	2.325	3.097	Cat
3271.wav	7.487	8.405	Cat
3273.wav	0.167	1.335	Cat
3273.wav	2.145	2.948	Cat
3273.wav	4.643	5.458	Speech
3273.wav	6.338	7.217	Cat
3273.wav	8.074	9.150	Cat
3275.wav	4.000	4.460	Cat
3275.wav	4.842	6.604	Dog
3278.wav	0.356	1.256	Cat
3278.wav	2.439	3.194	Cat
3278.wav	3.826	4.474	Cat
3278.wav	8.576	9.541	Cat
3278.wav	8.652	10.000	Speech
3279.wav	1.549	2.565	Cat
3279.wav	3.980	4.540	Speech
3279.wav	4.326	5.631	Cat
3279.wav	7.302	10.000	Cat
3280.wav	2.055	2.858	Cat
3281.wav	2.234	2.837	Cat
3281.wav	3.935	4.648	Speech
3281.wav	4.576	6.559	Cat
3281.wav	8.939	9.429	Speech
3281.wav	9.471	10.000	Cat
3284.wav	1.725	4.196	Dog
3284.wav	2.146	3.243	Cat
3284.wav	3.426	4.442	Cat
3284.wav	4.962	6.109	Speech
3284.wav	7.021	7.399	Dog
3284.wav	7.157	10.000	Running_water
3284.wav	8.187	9.067	Cat
3284.wav	9.455	10.000	Cat
3285.wav	2.696	2.976	Speech
3285.wav	3.335	4.230	Cat
3285.wav	4.584	5.187	Cat
3285.wav	7.411	8.214	Cat
3287.wav	1.526	2.394	Cat
3287.wav	4.159	5.197	Cat
3287.wav	5.600	6.230	Cat
3287.wav	8.284	9.322	Cat
3289.wav	8.474	9.260	Cat
3292.wav	2.557	3.339	Cat
3292.wav	5.018	5.644	Speech
3292.wav	5.398	5.858	Cat
3292.wav	9.495	9.754	Speech
3293.wav	0.118	1.898	Cat
3293.wav	5.077	7.761	Cat
3293.wav	8.162	8.629	Cat
3294.wav	0.614	2.576	Speech
3294.wav	3.288	4.163	Cat
3294.wav	5.086	5.734	Cat
3294.wav	7.034	9.330	Cat
3294.wav	7.361	8.176	Speech
3294.wav	9.749	10.000	Speech
3296.wav	1.508	2.524	Cat
3296.wav	6.428	7.880	Cat
3297.wav	1.529	2.125	Cat
3297.wav	2.877	3.480	Cat
3297.wav	7.087	7.707	Speech
3299.wav	1.684	2.579	Cat
3299.wav	4.229	5.012	Cat
3299.wav	5.235	5.780	Cat
3299.wav	6.620	7.710	Cat
330.wav	3.223	8.543	Electric_shaver_toothbrush
3301.wav	0.541	1.064	Cat
3301.wav	2.458	3.343	Speech
3301.wav	3.582	4.532	Cat
3301.wav	4.223	4.473	Dog
3301.wav	5.320	6.525	Cat
3301.wav	7.712	8.189	Speech
3301.wav	8.843	9.310	Cat
3302.wav	2.301	3.441	Cat
3302.wav	3.760	4.227	Cat
3302.wav	5.612	6.093	Dog
3303.wav	5.978	6.791	Cat
3304.wav	3.305	4.173	Cat
3307.wav	2.308	3.038	Speech
3307.wav	5.701	6.168	Cat
3308.wav	1.960	3.740	Cat
3308.wav	5.492	6.227	Cat
3308.wav	7.408	10.000	Cat
3309.wav	0.345	3.424	Cat
3309.wav	7.058	7.687	Cat
3309.wav	7.566	10.000	Running_water
3309.wav	7.880	8.445	Dishes
331.wav	4.132	10.000	Electric_shaver_toothbrush
3310.wav	1.451	2.361	Cat
3310.wav	3.704	3.963	Speech
3310.wav	6.847	9.267	Speech
3310.wav	8.794	9.594	Cat
3311.wav	0.307	0.716	Dishes
3311.wav	3.538	4.135	Dishes
3311.wav	5.935	7.186	Speech
3311.wav	6.228	6.589	Dishes
3311.wav	8.316	8.834	Dishes
3311.wav	9.468	9.763	Dishes
3312.wav	0.134	0.914	Dishes
3312.wav	4.864	5.363	Dishes
3312.wav	5.588	6.545	Dishes
3312.wav	9.207	10.000	Speech
3312.wav	9.524	9.774	Dishes
3313.wav	1.040	1.642	Dishes
3313.wav	4.504	6.830	Dishes
3313.wav	7.733	8.403	Dishes
3314.wav	2.695	3.202	Speech
3314.wav	5.471	5.721	Dishes
3314.wav	5.832	7.497	Speech
3314.wav	7.774	9.150	Speech
3314.wav	8.388	8.953	Dishes
3318.wav	0.890	1.455	Dishes
3318.wav	1.321	3.208	Speech
3318.wav	2.322	2.572	Dishes
3318.wav	4.872	5.122	Dishes
3318.wav	6.781	7.675	Dishes
3318.wav	8.375	10.000	Frying
3318.wav	8.966	9.413	Dishes
3319.wav	0.260	0.519	Speech
3319.wav	3.596	3.846	Dishes
3319.wav	4.055	4.305	Dishes
3319.wav	4.707	5.184	Speech
3319.wav	5.672	5.922	Dishes
332.wav	2.261	3.640	Speech
332.wav	9.340	10.000	Electric_shaver_toothbrush
3320.wav	2.790	3.081	Dishes
3320.wav	5.599	10.000	Running_water
3320.wav	6.501	6.826	Dishes
3321.wav	1.371	1.943	Dishes
3321.wav	2.188	2.753	Dishes
3321.wav	2.560	3.267	Speech
3321.wav	5.754	6.190	Dishes
3321.wav	6.050	6.393	Speech
3321.wav	7.779	8.029	Dishes
3321.wav	9.462	9.712	Dishes
3322.wav	5.206	5.487	Dishes
3323.wav	0.495	1.776	Speech
3323.wav	0.586	1.924	Dishes
3323.wav	5.458	5.708	Dishes
3323.wav	6.207	6.631	Dishes
3325.wav	0.980	1.230	Dishes
3327.wav	1.923	4.347	Dishes
3327.wav	4.651	5.022	Dishes
3327.wav	8.890	10.000	Dishes
3328.wav	2.260	2.775	Blender
3328.wav	2.703	3.056	Dishes
3328.wav	3.973	4.223	Dishes
3328.wav	4.553	4.803	Dishes
3328.wav	5.568	6.079	Dishes
3330.wav	1.552	2.873	Dishes
3330.wav	7.009	8.089	Speech
3331.wav	6.725	8.356	Speech
3331.wav	8.728	9.190	Dishes
3333.wav	6.530	7.183	Dishes
3333.wav	9.528	10.000	Dishes
3334.wav	0.864	2.048	Speech
3334.wav	1.510	1.933	Dishes
3334.wav	3.750	4.000	Running_water
3334.wav	4.427	4.677	Dishes
3334.wav	6.325	7.106	Dishes
3335.wav	4.029	4.279	Dishes
3336.wav	0.196	0.793	Dishes
3336.wav	6.934	7.258	Dishes
3338.wav	1.266	1.958	Dishes
3338.wav	4.970	6.614	Speech
3338.wav	5.640	6.470	Dishes
3338.wav	6.906	8.541	Dishes
3338.wav	8.788	10.000	Dishes
3339.wav	0.981	1.231	Dishes
3339.wav	3.837	4.261	Dishes
3339.wav	5.104	5.354	Dishes
3339.wav	8.725	9.512	Speech
3339.wav	9.115	9.365	Dishes
3341.wav	0.143	2.275	Speech
3341.wav	1.677	2.508	Dishes
3341.wav	3.977	4.893	Dishes
3341.wav	6.157	6.407	Dishes
3341.wav	8.426	9.608	Dishes
3343.wav	0.675	0.925	Dishes
3343.wav	6.026	6.525	Dishes
3344.wav	0.504	0.754	Dishes
3344.wav	2.121	2.843	Speech
3344.wav	2.197	3.615	Dishes
3344.wav	3.584	5.108	Speech
3344.wav	3.960	4.282	Dishes
3344.wav	5.541	5.911	Dishes
3344.wav	6.782	7.395	Speech
3344.wav	8.987	9.716	Speech
3344.wav	9.321	10.000	Running_water
3346.wav	0.094	0.344	Dishes
3346.wav	1.494	2.309	Speech
3346.wav	1.766	2.444	Dishes
3346.wav	3.676	6.558	Dishes
3346.wav	6.399	8.776	Blender
3346.wav	8.011	8.270	Speech
3346.wav	9.565	10.000	Speech
3347.wav	2.303	3.934	Speech
3347.wav	4.982	5.232	Dishes
3347.wav	5.797	6.361	Dishes
3348.wav	0.984	1.880	Speech
3348.wav	4.824	5.604	Dishes
3348.wav	6.047	6.550	Dishes
3349.wav	0.753	1.206	Dishes
3349.wav	1.765	2.015	Dishes
3349.wav	3.748	4.580	Dishes
3349.wav	5.080	5.514	Dishes
3349.wav	7.466	8.988	Dishes
335.wav	0.782	1.416	Speech
335.wav	2.259	4.833	Electric_shaver_toothbrush
3353.wav	0.026	0.648	Dishes
3353.wav	3.690	4.114	Speech
3353.wav	6.076	6.326	Dishes
3353.wav	7.759	8.207	Dishes
3356.wav	2.686	3.368	Speech
3356.wav	7.542	8.291	Dishes
3356.wav	8.703	10.000	Speech
3356.wav	8.899	9.149	Dishes
3357.wav	6.434	6.684	Dishes
3357.wav	7.017	7.388	Dishes
3360.wav	3.233	3.646	Dishes
3360.wav	4.589	7.108	Speech
3360.wav	7.744	8.576	Dishes
3362.wav	1.731	2.688	Dishes
3362.wav	2.895	3.508	Dishes
3362.wav	5.529	5.882	Dishes
3362.wav	7.197	7.567	Dishes
3362.wav	8.316	10.000	Speech
3362.wav	8.797	9.688	Blender
3364.wav	0.351	1.395	Dishes
3364.wav	1.988	2.571	Speech
3364.wav	2.867	4.267	Dishes
3364.wav	4.647	5.176	Dishes
3364.wav	6.782	7.809	Speech
3364.wav	8.245	9.163	Dishes
3364.wav	9.631	10.000	Speech
3365.wav	1.236	1.486	Dishes
3366.wav	2.300	2.550	Dishes
3366.wav	2.721	2.971	Dishes
3366.wav	4.160	4.440	Speech
3366.wav	7.943	10.000	Speech
3367.wav	1.877	3.768	Speech
3367.wav	2.086	2.336	Dishes
3367.wav	4.575	5.796	Speech
3367.wav	6.565	7.346	Dishes
3367.wav	7.694	9.725	Speech
3367.wav	7.937	8.293	Dishes
3367.wav	9.131	9.381	Dishes
3368.wav	0.448	1.991	Dishes
3368.wav	3.056	5.125	Speech
3368.wav	5.938	6.970	Speech
3368.wav	7.242	7.701	Dishes
3368.wav	8.632	9.805	Speech
3368.wav	9.342	10.000	Frying
3369.wav	1.975	3.862	Speech
3369.wav	2.860	3.110	Dishes
3369.wav	4.602	4.955	Dishes
337.wav	1.043	2.944	Speech
337.wav	4.111	10.000	Electric_shaver_toothbrush
3370.wav	4.021	4.520	Dishes
3370.wav	5.628	8.816	Dishes
3370.wav	9.423	9.673	Dishes
3372.wav	2.885	3.201	Speech
3372.wav	5.527	5.990	Dishes
3372.wav	6.998	7.368	Dishes
3372.wav	8.381	8.736	Dishes
3373.wav	0.590	1.024	Speech
3373.wav	1.849	4.281	Speech
3373.wav	3.057	3.983	Dog
3373.wav	6.919	8.844	Speech
3373.wav	8.893	10.000	Dog
3375.wav	2.754	3.052	Dog
3375.wav	3.647	8.240	Dog
3376.wav	0.351	0.614	Dog
3376.wav	0.480	1.935	Speech
3376.wav	1.508	1.798	Dog
3376.wav	3.780	4.206	Dog
3376.wav	4.554	7.035	Dog
3376.wav	5.915	6.400	Alarm_bell_ringing
3376.wav	7.375	8.407	Dog
3379.wav	0.203	0.926	Speech
3379.wav	1.802	2.089	Dog
3379.wav	6.159	6.641	Dog
3379.wav	8.960	10.000	Speech
3379.wav	9.454	9.864	Dog
338.wav	2.843	10.000	Electric_shaver_toothbrush
3380.wav	0.271	0.657	Dog
3380.wav	2.413	2.663	Dog
3380.wav	8.473	8.808	Dog
3383.wav	1.585	2.565	Dog
3383.wav	5.577	9.076	Dog
3383.wav	8.786	9.857	Cat
3383.wav	9.395	9.965	Dog
3384.wav	4.555	4.805	Dog
3385.wav	0.307	2.358	Dog
3385.wav	3.640	4.332	Speech
3385.wav	4.843	6.074	Dog
3385.wav	8.070	10.000	Speech
3386.wav	0.804	1.084	Dog
3386.wav	2.229	5.174	Dog
3386.wav	6.469	7.922	Dog
3386.wav	8.774	9.217	Dog
3386.wav	9.337	9.987	Speech
3388.wav	0.731	2.101	Speech
3388.wav	9.166	10.000	Dog
3390.wav	4.144	4.394	Dog
3390.wav	6.117	6.369	Dog
3390.wav	6.720	7.055	Dog
3390.wav	8.250	9.892	Speech
3390.wav	9.748	10.000	Dog
3391.wav	2.013	3.254	Speech
3391.wav	2.795	7.388	Dog
3391.wav	7.154	7.714	Speech
3393.wav	3.780	4.152	Dog
3393.wav	4.613	5.395	Cat
3393.wav	9.009	10.000	Speech
3395.wav	5.793	7.201	Dog
3398.wav	0.217	1.018	Speech
3398.wav	1.830	2.093	Dog
3398.wav	3.192	3.530	Dog
3398.wav	4.649	4.940	Dog
3398.wav	5.621	7.686	Speech
3398.wav	8.483	8.733	Dog
3398.wav	9.152	10.000	Speech
34.wav	2.467	5.201	Speech
34.wav	8.294	8.808	Alarm_bell_ringing
34.wav	9.274	9.750	Alarm_bell_ringing
3403.wav	3.932	4.242	Dog
3404.wav	2.134	2.592	Dog
3404.wav	2.387	2.789	Speech
3404.wav	3.065	3.630	Dishes
3404.wav	3.420	4.449	Speech
3404.wav	6.311	9.752	Dog
3404.wav	6.714	7.348	Speech
3405.wav	5.438	5.903	Dog
3405.wav	7.611	9.259	Speech
3405.wav	9.580	10.000	Speech
3406.wav	0.720	1.106	Dog
3406.wav	1.955	2.506	Dog
3406.wav	4.556	4.928	Dog
3406.wav	5.494	7.537	Dog
3406.wav	6.213	6.558	Speech
3406.wav	6.871	8.845	Speech
3406.wav	9.254	9.656	Speech
3408.wav	5.014	6.161	Speech
3408.wav	5.200	5.540	Dog
3408.wav	7.083	7.333	Dog
3409.wav	7.283	7.563	Dog
341.wav	2.665	4.307	Speech
341.wav	7.555	8.286	Speech
341.wav	7.581	9.561	Electric_shaver_toothbrush
3410.wav	0.549	1.262	Speech
3410.wav	2.201	2.658	Dog
3410.wav	5.933	6.395	Dog
3410.wav	6.756	7.006	Dog
3411.wav	8.696	10.000	Dog
3412.wav	0.834	1.561	Dog
3412.wav	1.818	2.118	Dog
3412.wav	8.661	8.971	Dog
3417.wav	0.310	0.634	Dog
3417.wav	3.116	3.442	Dog
3417.wav	8.066	9.714	Speech
3417.wav	8.219	8.563	Dog
3419.wav	1.697	1.974	Dog
3419.wav	5.673	5.923	Dog
3419.wav	6.693	7.066	Dog
342.wav	4.619	10.000	Electric_shaver_toothbrush
3429.wav	0.605	0.973	Dog
3429.wav	1.590	3.265	Speech
3429.wav	8.378	9.599	Speech
3429.wav	8.906	9.332	Dog
343.wav	6.233	10.000	Electric_shaver_toothbrush
3431.wav	0.157	1.425	Dog
3431.wav	1.851	7.524	Speech
3431.wav	2.308	3.475	Dog
3431.wav	7.543	7.842	Dog
3431.wav	9.383	10.000	Dog
3433.wav	3.605	3.929	Dog
3434.wav	3.107	3.628	Speech
3434.wav	3.148	4.465	Dog
3434.wav	8.569	9.739	Dog
3435.wav	4.913	10.000	Electric_shaver_toothbrush
3436.wav	0.630	10.000	Electric_shaver_toothbrush
3437.wav	6.368	10.000	Electric_shaver_toothbrush
3438.wav	3.086	3.366	Speech
3438.wav	5.151	10.000	Electric_shaver_toothbrush
3438.wav	7.000	7.413	Speech
3438.wav	7.725	8.622	Speech
3439.wav	3.345	5.090	Speech
3439.wav	4.014	10.000	Electric_shaver_toothbrush
3439.wav	6.860	7.541	Speech
344.wav	4.910	10.000	Electric_shaver_toothbrush
3440.wav	2.027	4.600	Electric_shaver_toothbrush
3440.wav	4.698	6.091	Speech
3440.wav	9.666	10.000	Electric_shaver_toothbrush
3442.wav	2.505	10.000	Electric_shaver_toothbrush
3442.wav	3.366	3.855	Speech
3443.wav	5.496	10.000	Electric_shaver_toothbrush
3446.wav	8.025	10.000	Electric_shaver_toothbrush
3447.wav	1.282	2.167	Speech
3447.wav	9.378	10.000	Electric_shaver_toothbrush
3448.wav	0.816	1.355	Speech
3448.wav	5.345	10.000	Electric_shaver_toothbrush
3448.wav	7.700	8.413	Speech
3449.wav	8.951	9.450	Speech
3449.wav	9.406	10.000	Electric_shaver_toothbrush
345.wav	6.650	10.000	Electric_shaver_toothbrush
3450.wav	1.689	2.010	Alarm_bell_ringing
3450.wav	2.435	10.000	Electric_shaver_toothbrush
3450.wav	2.495	3.145	Speech
3450.wav	6.363	6.855	Alarm_bell_ringing
3451.wav	2.969	10.000	Electric_shaver_toothbrush
3451.wav	3.529	5.262	Speech
3451.wav	8.611	9.767	Speech
3452.wav	2.826	5.510	Electric_shaver_toothbrush
3454.wav	2.112	5.515	Speech
3454.wav	4.098	10.000	Electric_shaver_toothbrush
3457.wav	7.063	10.000	Electric_shaver_toothbrush
3458.wav	7.031	10.000	Electric_shaver_toothbrush
346.wav	0.691	10.000	Electric_shaver_toothbrush
346.wav	5.726	6.204	Speech
3461.wav	1.147	10.000	Electric_shaver_toothbrush
3461.wav	1.884	4.529	Speech
3462.wav	8.001	10.000	Electric_shaver_toothbrush
3463.wav	2.012	2.533	Speech
3463.wav	7.872	10.000	Electric_shaver_toothbrush
3464.wav	2.446	5.145	Speech
3464.wav	4.042	10.000	Electric_shaver_toothbrush
3464.wav	7.452	8.087	Speech
3465.wav	1.266	2.861	Speech
3465.wav	2.668	10.000	Electric_shaver_toothbrush
3466.wav	0.887	1.451	Speech
3466.wav	4.588	10.000	Electric_shaver_toothbrush
3467.wav	7.096	10.000	Electric_shaver_toothbrush
347.wav	1.966	10.000	Electric_shaver_toothbrush
347.wav	2.141	2.767	Speech
347.wav	7.453	7.959	Speech
3471.wav	2.809	10.000	Electric_shaver_toothbrush
3471.wav	5.072	6.974	Speech
3473.wav	2.919	10.000	Electric_shaver_toothbrush
3473.wav	6.147	7.398	Speech
3474.wav	3.070	10.000	Electric_shaver_toothbrush
3474.wav	3.178	3.812	Speech
3474.wav	5.157	6.728	Speech
3475.wav	5.881	10.000	Electric_shaver_toothbrush
3479.wav	5.585	10.000	Electric_shaver_toothbrush
348.wav	4.403	10.000	Electric_shaver_toothbrush
3480.wav	4.799	5.531	Speech
3480.wav	5.859	10.000	Electric_shaver_toothbrush
3480.wav	6.947	7.528	Speech
3481.wav	5.617	10.000	Electric_shaver_toothbrush
3482.wav	2.014	3.384	Speech
3482.wav	3.030	10.000	Electric_shaver_toothbrush
3483.wav	3.508	10.000	Electric_shaver_toothbrush
3484.wav	7.917	10.000	Electric_shaver_toothbrush
3485.wav	2.538	10.000	Electric_shaver_toothbrush
3485.wav	7.076	7.597	Speech
3489.wav	0.714	10.000	Electric_shaver_toothbrush
3489.wav	7.762	9.216	Speech
349.wav	9.519	10.000	Electric_shaver_toothbrush
3490.wav	3.524	10.000	Electric_shaver_toothbrush
3491.wav	2.903	10.000	Electric_shaver_toothbrush
3492.wav	4.783	10.000	Electric_shaver_toothbrush
3492.wav	8.394	10.000	Speech
3493.wav	0.607	0.951	Speech
3493.wav	3.865	5.407	Speech
3493.wav	9.328	10.000	Electric_shaver_toothbrush
3494.wav	1.147	1.675	Speech
3494.wav	1.678	5.800	Electric_shaver_toothbrush
3494.wav	3.155	3.456	Speech
3494.wav	5.856	6.236	Speech
3494.wav	7.469	9.100	Speech
3495.wav	6.691	10.000	Speech
3495.wav	9.134	10.000	Electric_shaver_toothbrush
3496.wav	3.515	4.244	Speech
3496.wav	4.375	10.000	Electric_shaver_toothbrush
35.wav	1.025	2.180	Speech
35.wav	3.992	4.552	Speech
35.wav	4.741	4.991	Alarm_bell_ringing
35.wav	6.756	7.937	Speech
35.wav	9.369	9.904	Alarm_bell_ringing
350.wav	0.925	2.938	Speech
350.wav	6.927	10.000	Electric_shaver_toothbrush
3501.wav	0.086	1.479	Speech
3501.wav	0.922	1.487	Dishes
3501.wav	3.409	7.046	Frying
3501.wav	6.099	7.128	Speech
3501.wav	7.942	10.000	Frying
3502.wav	7.894	10.000	Frying
3502.wav	9.283	9.599	Dishes
3503.wav	0.650	1.415	Speech
3503.wav	2.709	2.959	Dishes
3503.wav	5.781	6.085	Dishes
3503.wav	6.599	10.000	Frying
3503.wav	6.668	7.309	Speech
3504.wav	2.083	2.884	Speech
3504.wav	5.442	10.000	Frying
3504.wav	7.004	7.819	Speech
3504.wav	8.416	9.097	Speech
3506.wav	2.783	4.327	Dishes
3506.wav	4.886	10.000	Frying
351.wav	4.067	10.000	Electric_shaver_toothbrush
351.wav	4.785	5.263	Speech
351.wav	9.592	10.000	Speech
3515.wav	1.208	10.000	Frying
3515.wav	5.046	5.427	Speech
3515.wav	8.516	10.000	Speech
3517.wav	0.677	1.433	Dishes
3517.wav	1.651	2.969	Dishes
3517.wav	3.190	3.872	Speech
3517.wav	5.990	6.240	Dishes
3517.wav	6.744	8.809	Speech
3517.wav	7.288	10.000	Frying
3518.wav	5.807	10.000	Frying
3518.wav	8.765	9.794	Speech
352.wav	5.727	5.977	Speech
352.wav	6.283	10.000	Electric_shaver_toothbrush
3521.wav	3.503	3.762	Speech
3521.wav	7.448	10.000	Frying
3527.wav	0.956	1.409	Dishes
3527.wav	4.968	5.767	Dishes
3527.wav	9.250	10.000	Frying
3528.wav	2.938	3.188	Dishes
3528.wav	3.666	5.036	Speech
3528.wav	6.074	6.602	Dishes
3528.wav	6.751	10.000	Frying
3529.wav	6.866	10.000	Frying
3530.wav	4.266	5.659	Speech
3530.wav	6.677	10.000	Frying
3530.wav	6.915	8.307	Speech
3536.wav	0.362	0.612	Dishes
3536.wav	2.455	2.760	Dishes
3536.wav	7.836	10.000	Frying
3538.wav	4.558	10.000	Frying
3539.wav	9.183	10.000	Frying
3540.wav	1.820	2.707	Speech
3540.wav	3.461	3.711	Dishes
3540.wav	5.582	5.943	Dishes
3540.wav	6.576	10.000	Frying
3540.wav	7.792	9.717	Speech
3542.wav	5.075	10.000	Frying
3549.wav	0.000	10.000	Frying
355.wav	0.036	1.570	Speech
355.wav	2.119	10.000	Electric_shaver_toothbrush
355.wav	4.812	6.347	Speech
3550.wav	0.000	10.000	Frying
3552.wav	0.000	10.000	Frying
3552.wav	1.421	1.986	Dishes
3552.wav	2.164	2.724	Speech
3552.wav	3.947	4.197	Dishes
3552.wav	7.019	7.269	Dishes
3552.wav	7.690	8.576	Speech
3552.wav	8.830	9.211	Speech
3553.wav	0.000	10.000	Frying
3553.wav	1.395	1.996	Dishes
3553.wav	2.737	4.280	Dishes
3553.wav	6.062	6.551	Speech
3553.wav	9.721	10.000	Speech
3554.wav	0.000	10.000	Frying
3555.wav	0.000	10.000	Frying
3555.wav	4.852	5.737	Speech
3556.wav	0.000	10.000	Frying
3556.wav	2.232	2.657	Speech
3556.wav	2.943	4.830	Speech
3556.wav	7.417	7.667	Dishes
3556.wav	8.191	8.572	Speech
3558.wav	1.218	3.060	Speech
3558.wav	2.251	3.795	Dishes
3558.wav	6.362	10.000	Running_water
3558.wav	6.686	6.936	Dishes
3558.wav	7.584	7.834	Dishes
3558.wav	9.298	9.548	Dishes
356.wav	9.571	10.000	Electric_shaver_toothbrush
3561.wav	2.515	8.747	Running_water
3561.wav	2.770	3.218	Dishes
3561.wav	6.850	8.071	Speech
3561.wav	8.727	10.000	Speech
3561.wav	9.034	9.591	Running_water
3563.wav	7.563	10.000	Running_water
3568.wav	7.286	10.000	Running_water
357.wav	5.992	8.425	Speech
357.wav	7.783	10.000	Electric_shaver_toothbrush
3571.wav	4.801	10.000	Running_water
3572.wav	7.799	10.000	Running_water
3572.wav	8.327	8.680	Alarm_bell_ringing
3578.wav	1.654	1.904	Speech
3578.wav	4.554	5.110	Running_water
3578.wav	7.848	9.822	Speech
358.wav	0.850	1.327	Speech
358.wav	3.806	10.000	Electric_shaver_toothbrush
358.wav	5.813	6.352	Speech
358.wav	8.010	8.803	Speech
3580.wav	2.078	4.544	Running_water
3580.wav	7.416	8.231	Speech
3583.wav	2.860	3.193	Dog
3583.wav	5.922	10.000	Running_water
3587.wav	2.806	10.000	Running_water
359.wav	7.656	10.000	Electric_shaver_toothbrush
359.wav	8.830	9.211	Speech
359.wav	9.400	10.000	Speech
3590.wav	3.147	3.548	Dog
3590.wav	7.657	10.000	Running_water
3590.wav	9.526	10.000	Speech
3591.wav	0.234	10.000	Running_water
3591.wav	5.064	6.951	Speech
3594.wav	7.456	10.000	Running_water
3596.wav	0.261	1.637	Speech
3596.wav	5.575	10.000	Running_water
36.wav	0.071	0.505	Dog
36.wav	0.442	0.753	Alarm_bell_ringing
36.wav	1.019	1.336	Speech
36.wav	3.492	4.219	Dog
36.wav	4.205	4.713	Alarm_bell_ringing
36.wav	6.248	6.783	Alarm_bell_ringing
36.wav	7.662	9.977	Alarm_bell_ringing
36.wav	7.812	8.062	Speech
36.wav	8.506	8.786	Speech
36.wav	8.998	9.536	Speech
360.wav	1.099	10.000	Electric_shaver_toothbrush
360.wav	1.763	3.043	Speech
360.wav	6.452	6.879	Speech
3600.wav	0.238	1.782	Dishes
3600.wav	1.975	4.748	Running_water
3600.wav	3.731	4.156	Speech
3600.wav	4.359	5.542	Speech
3602.wav	1.869	6.836	Speech
3602.wav	7.376	10.000	Running_water
3604.wav	1.774	10.000	Running_water
3604.wav	7.632	9.435	Speech
3606.wav	1.759	8.030	Running_water
3608.wav	6.508	10.000	Running_water
3610.wav	7.910	10.000	Running_water
3614.wav	4.475	5.656	Speech
3614.wav	8.673	10.000	Running_water
362.wav	3.190	4.502	Speech
362.wav	8.800	10.000	Speech
362.wav	8.805	10.000	Electric_shaver_toothbrush
3623.wav	2.408	3.534	Speech
3623.wav	5.109	10.000	Frying
3623.wav	7.566	10.000	Electric_shaver_toothbrush
3624.wav	5.428	5.905	Speech
3625.wav	4.014	4.815	Speech
3627.wav	1.783	4.209	Alarm_bell_ringing
3627.wav	3.420	5.307	Speech
3627.wav	5.569	8.320	Speech
3627.wav	9.209	9.712	Dishes
363.wav	2.137	6.203	Electric_shaver_toothbrush
363.wav	3.873	4.953	Speech
363.wav	7.711	8.777	Speech
3636.wav	1.605	1.944	Dog
3636.wav	4.622	6.239	Dog
3636.wav	8.860	9.501	Speech
3637.wav	0.573	10.000	Frying
3637.wav	2.970	3.404	Speech
3637.wav	5.378	6.701	Speech
3638.wav	1.241	1.543	Speech
3638.wav	4.187	4.769	Cat
3638.wav	4.750	5.197	Dishes
3638.wav	6.840	7.442	Dishes
3638.wav	7.912	8.594	Speech
3640.wav	4.212	5.027	Speech
3640.wav	5.540	6.068	Speech
3640.wav	8.759	9.103	Speech
3640.wav	8.816	10.000	Electric_shaver_toothbrush
3641.wav	2.232	4.123	Speech
3641.wav	8.165	10.000	Speech
